entity,author,added,deleted
src/components/Header/ResultsCounter.test.js,Gary Paige,65,65
src/components/Header/index.js,Gary Paige,5,1
src/components/HelixTabs/HelixSearchContainer.js,Gary Paige,72,4
src/components/HelixTabs/HelixSearchContainer.js,Ginu Philip Simon,20,5
src/components/HelixTabs/HelixSearchContainer.test.js,Gary Paige,39,1
src/components/HelixTabs/HelixSearchContainer.test.js,Ginu Philip Simon,38,4
src/components/HelixTabs/HelixTabs.js,Gary Paige,97,10
src/components/HelixTabs/HelixTabs.js,Ginu Philip Simon,33,0
src/components/HelixTabs/HelixTabs.scss,Gary Paige,52,15
src/components/HelixTabs/HelixTabs.scss,Ginu Philip Simon,1,1
src/components/HelixTabs/HelixTabs.test.js,Gary Paige,80,6
src/components/HelixTabs/HelixTabs.test.js,Ginu Philip Simon,21,1
src/components/HelixTabs/HelixTabsContainer.js,Gary Paige,150,6
src/components/HelixTabs/HelixTabsContainer.js,Ginu Philip Simon,9,0
src/components/HelixTabs/HelixTabsContainer.test.js,Gary Paige,109,11
src/components/HelixTabs/HelixTabsContainer.test.js,Ginu Philip Simon,15,1
src/components/KnowledgeAlerts/KnowledgeAlert.js,Gary Paige,73,17
src/components/KnowledgeAlerts/KnowledgeAlert.js,Daniel Nalbach,2,2
src/components/KnowledgeAlerts/KnowledgeAlert.js,Alex Petty,14,5
src/components/KnowledgeAlerts/KnowledgeAlert.js,Jeff Tougas,1,1
src/components/KnowledgeAlerts/KnowledgeAlert.test.js,Gary Paige,50,3
src/components/KnowledgeAlerts/KnowledgeAlert.test.js,Alex Petty,2,6
src/components/KnowledgeAlerts/KnowledgeAlerts.js,Gary Paige,205,84
src/components/KnowledgeAlerts/KnowledgeAlerts.js,Jeff Tougas,1,1
src/components/KnowledgeAlerts/KnowledgeAlerts.scss,Gary Paige,121,67
src/components/KnowledgeAlerts/KnowledgeAlerts.scss,brennanbelew,7,5
src/components/KnowledgeAlerts/KnowledgeAlerts.test.js,Gary Paige,105,26
src/components/KnowledgeAlerts/index.js,Gary Paige,2,0
src/components/LaunchKana/LaunchKana.js,Muhamed Brifkani,58,36
src/components/LaunchKana/LaunchKana.js,Jeff Tougas,1,0
src/components/LaunchKana/LaunchKana.scss,Muhamed Brifkani,24,17
src/components/LaunchKana/LaunchKana.scss,Gary Paige,6,2
src/components/LaunchKana/LaunchKana.test.js,Muhamed Brifkani,48,25
src/components/LaunchKana/LaunchKana.test.js,Jeff Tougas,1,0
src/components/LaunchKana/index.js,Muhamed Brifkani,3,3
src/components/LaunchKana/index.js,Jeff Tougas,2,1
src/components/Loading/Loading.js,Gary Paige,47,11
src/components/Loading/Loading.scss,Gary Paige,50,0
src/components/Loading/Loading.test.js,Gary Paige,29,7
src/components/Loading/index.js,Gary Paige,4,0
src/components/Login/Login.js,Gary Paige,91,1
src/components/Login/Login.scss,Gary Paige,180,0
src/components/Login/Login.test.js,Gary Paige,51,1
src/components/Login/index.js,Gary Paige,4,0
src/components/MostRecent/MostRecent.js,Gary Paige,17,130
src/components/MostRecent/MostRecent.js,brennanbelew,114,1
src/components/MostRecent/MostRecent.scss,Gary Paige,0,37
src/components/MostRecent/MostRecent.scss,brennanbelew,37,0
src/components/MostRecent/MostRecent.test.js,Gary Paige,20,184
src/components/MostRecent/MostRecent.test.js,brennanbelew,164,0
src/components/MostRecent/index.js,Gary Paige,0,2
src/components/MostRecent/index.js,brennanbelew,2,0
src/components/MostViewed/MostViewed.js,brennanbelew,0,108
src/components/MostViewed/MostViewed.js,Alex Petty,31,8
src/components/MostViewed/MostViewed.js,Gary Paige,131,46
src/components/MostViewed/MostViewed.js,Muhamed Brifkani,2,2
src/components/MostViewed/MostViewed.js,Jeff Tougas,1,1
src/components/MostViewed/MostViewed.scss,brennanbelew,0,37
src/components/MostViewed/MostViewed.scss,Gary Paige,109,72
src/components/MostViewed/MostViewed.test.js,brennanbelew,0,148
src/components/MostViewed/MostViewed.test.js,Alex Petty,86,15
src/components/MostViewed/MostViewed.test.js,Gary Paige,97,20
src/components/MostViewed/MostViewed.test.js,Jeff Tougas,1,1
src/components/MostViewed/index.js,brennanbelew,0,2
src/components/MostViewed/index.js,Gary Paige,2,0
src/components/NotFound/NotFound.js,Gary Paige,65,16
src/components/NotFound/NotFound.js,argvader,21,0
src/components/NotFound/NotFound.js,Jeff Tougas,1,15
src/components/NotFound/NotFound.js,Muhamed Brifkani,15,15
src/components/NotFound/NotFound.scss,Gary Paige,7,5
src/components/NotFound/NotFound.scss,brennanbelew,3,3
src/components/NotFound/NotFound.scss,argvader,43,0
src/components/NotFound/NotFound.test.js,Gary Paige,16,3
src/components/NotFound/NotFound.test.js,argvader,24,0
src/components/NotFound/index.js,argvader,2,0
src/components/NotFound/index.js,Jeff Tougas,2,3
src/components/NotFound/index.js,Muhamed Brifkani,2,2
src/components/NotFound/index.js,Gary Paige,1,0
src/components/Search/Pagination.js,Gary Paige,78,37
src/components/Search/Pagination.scss,Gary Paige,55,1
src/components/Search/Pagination.test.js,Gary Paige,42,1
src/components/Search/ResultsCounter.js,Gary Paige,71,4
src/components/Search/ResultsCounter.scss,Gary Paige,10,0
src/components/Search/ResultsCounter.test.js,Gary Paige,51,1
src/components/Search/Search.js,Gary Paige,209,117
src/components/Search/Search.scss,Gary Paige,31,0
src/components/Search/Search.test.js,Gary Paige,133,57
src/components/SearchBox/NotFound/NotFound.js,Muhamed Brifkani,14,14
src/components/SearchBox/NotFound/index.js,Muhamed Brifkani,1,1
src/components/SearchBox/SearchBox.js,Gary Paige,109,93
src/components/SearchBox/SearchBox.js,Daniel Nalbach,2,8
src/components/SearchBox/SearchBox.js,Muhamed Brifkani,122,59
src/components/SearchBox/SearchBox.js,Jeff Tougas,2,7
src/components/SearchBox/SearchBox.scss,Gary Paige,62,14
src/components/SearchBox/SearchBox.scss,Muhamed Brifkani,27,10
src/components/SearchBox/SearchBox.test.js,Gary Paige,78,67
src/components/SearchBox/SearchBox.test.js,Daniel Nalbach,0,2
src/components/SearchBox/SearchBox.test.js,Muhamed Brifkani,48,1
src/components/SearchBox/SearchField.js,Gary Paige,168,106
src/components/SearchBox/SearchField.js,Jeff Tougas,14,8
src/components/SearchBox/SearchField.js,Daniel Nalbach,14,13
src/components/SearchBox/SearchField.js,Muhamed Brifkani,187,173
src/components/SearchBox/SearchField.scss,Muhamed Brifkani,149,149
src/components/SearchBox/SearchField.test.js,Gary Paige,108,107
src/components/SearchBox/SearchField.test.js,Daniel Nalbach,86,19
src/components/SearchBox/SearchField.test.js,Muhamed Brifkani,102,68
src/components/SearchBox/index.js,Jeff Tougas,1,0
src/components/SearchBox/index.js,Muhamed Brifkani,1,1
src/components/SearchBox/index.js,Gary Paige,1,0
src/components/SearchResults/CardView/CardView.js,Gary Paige,4,4
src/components/SearchResults/CardView/CardView.js,Daniel Nalbach,5,2
src/components/SearchResults/CardView/CardView.js,Muhamed Brifkani,27,0
src/components/SearchResults/CardView/CardView.test.js,Gary Paige,3,2
src/components/SearchResults/CardView/CardView.test.js,Muhamed Brifkani,31,0
src/components/SearchResults/CardView/ResultCard/Footer.js,Gary Paige,37,1
src/components/SearchResults/CardView/ResultCard/Footer.scss,Gary Paige,26,0
src/components/SearchResults/CardView/ResultCard/Footer.test.js,Gary Paige,33,1
src/components/SearchResults/CardView/ResultCard/ResultCard.js,Gary Paige,85,86
src/components/SearchResults/CardView/ResultCard/ResultCard.js,Ginu Philip Simon,12,4
src/components/SearchResults/CardView/ResultCard/ResultCard.js,Daniel Nalbach,9,6
src/components/SearchResults/CardView/ResultCard/ResultCard.js,Jeff Tougas,10,3
src/components/SearchResults/CardView/ResultCard/ResultCard.js,Alex Petty,14,5
src/components/SearchResults/CardView/ResultCard/ResultCard.js,Muhamed Brifkani,118,0
src/components/SearchResults/CardView/ResultCard/ResultCard.scss,Gary Paige,51,14
src/components/SearchResults/CardView/ResultCard/ResultCard.scss,Jeff Tougas,12,0
src/components/SearchResults/CardView/ResultCard/ResultCard.scss,Daniel Nalbach,5,0
src/components/SearchResults/CardView/ResultCard/ResultCard.scss,Muhamed Brifkani,43,0
src/components/SearchResults/CardView/ResultCard/ResultCard.test.js,Gary Paige,22,33
src/components/SearchResults/CardView/ResultCard/ResultCard.test.js,Ginu Philip Simon,41,2
src/components/SearchResults/CardView/ResultCard/ResultCard.test.js,Daniel Nalbach,2,2
src/components/SearchResults/CardView/ResultCard/ResultCard.test.js,Jeff Tougas,1,0
src/components/SearchResults/CardView/ResultCard/ResultCard.test.js,Alex Petty,2,4
src/components/SearchResults/CardView/ResultCard/ResultCard.test.js,Muhamed Brifkani,57,0
src/components/SearchResults/CardView/ResultCard/index.js,Alex Petty,1,2
src/components/SearchResults/CardView/ResultCard/index.js,Muhamed Brifkani,5,0
src/components/SearchResults/ListView/ListView.js,Gary Paige,2,24
src/components/SearchResults/ListView/ListView.js,Daniel Nalbach,5,2
src/components/SearchResults/ListView/ListView.js,Muhamed Brifkani,19,0
src/components/SearchResults/ListView/ListView.test.js,Gary Paige,0,30
src/components/SearchResults/ListView/ListView.test.js,Muhamed Brifkani,30,0
src/components/SearchResults/ListView/ResultList/ResultList.js,Gary Paige,27,159
src/components/SearchResults/ListView/ResultList/ResultList.js,Daniel Nalbach,9,7
src/components/SearchResults/ListView/ResultList/ResultList.js,Jeff Tougas,11,4
src/components/SearchResults/ListView/ResultList/ResultList.js,Alex Petty,14,5
src/components/SearchResults/ListView/ResultList/ResultList.js,Muhamed Brifkani,114,0
src/components/SearchResults/ListView/ResultList/ResultList.scss,Gary Paige,0,54
src/components/SearchResults/ListView/ResultList/ResultList.scss,Jeff Tougas,12,1
src/components/SearchResults/ListView/ResultList/ResultList.scss,Muhamed Brifkani,43,0
src/components/SearchResults/ListView/ResultList/ResultList.test.js,Gary Paige,17,71
src/components/SearchResults/ListView/ResultList/ResultList.test.js,Daniel Nalbach,2,2
src/components/SearchResults/ListView/ResultList/ResultList.test.js,Jeff Tougas,2,1
src/components/SearchResults/ListView/ResultList/ResultList.test.js,Alex Petty,2,4
src/components/SearchResults/ListView/ResultList/ResultList.test.js,Muhamed Brifkani,55,0
src/components/SearchResults/ListView/ResultList/index.js,Gary Paige,0,4
src/components/SearchResults/ListView/ResultList/index.js,Alex Petty,1,2
src/components/SearchResults/ListView/ResultList/index.js,Muhamed Brifkani,5,0
src/components/SearchResults/ResultCard/ResultCard.css,Gary Paige,41,82
src/components/SearchResults/ResultCard/ResultCard.js,Muhamed Brifkani,96,210
src/components/SearchResults/ResultCard/ResultCard.js,Jeff Tougas,37,20
src/components/SearchResults/ResultCard/ResultCard.js,Gary Paige,139,61
src/components/SearchResults/ResultCard/ResultCard.js,argvader,8,3
src/components/SearchResults/ResultCard/ResultCard.js,Laidlaw,84,43
src/components/SearchResults/ResultCard/ResultCard.scss,Muhamed Brifkani,18,45
src/components/SearchResults/ResultCard/ResultCard.scss,Gary Paige,110,56
src/components/SearchResults/ResultCard/ResultCard.test.js,Muhamed Brifkani,1,44
src/components/SearchResults/ResultCard/ResultCard.test.js,argvader,9,2
src/components/SearchResults/ResultCard/ResultCard.test.js,Gary Paige,16,16
src/components/SearchResults/ResultCard/ResultCard.test.js,Jeff Tougas,13,5
src/components/SearchResults/ResultCard/index.js,Muhamed Brifkani,0,5
src/components/SearchResults/ResultCard/index.js,Jeff Tougas,5,0
src/components/SearchResults/SearchResults.js,Gary Paige,75,83
src/components/SearchResults/SearchResults.js,Daniel Nalbach,8,1
src/components/SearchResults/SearchResults.js,Muhamed Brifkani,89,50
src/components/SearchResults/SearchResults.js,Jeff Tougas,14,10
src/components/SearchResults/SearchResults.js,Laidlaw,4,1
src/components/SearchResults/SearchResults.scss,Gary Paige,1,54
src/components/SearchResults/SearchResults.scss,Jeff Tougas,8,5
src/components/SearchResults/SearchResults.scss,Muhamed Brifkani,67,0
src/components/SearchResults/SearchResults.test.js,Gary Paige,23,90
src/components/SearchResults/SearchResults.test.js,Daniel Nalbach,30,2
src/components/SearchResults/SearchResults.test.js,Muhamed Brifkani,139,44
src/components/SearchResults/SearchResults.test.js,Jeff Tougas,3,3
src/components/SearchResults/index.js,Jeff Tougas,2,1
src/components/SearchResults/index.js,Muhamed Brifkani,1,1
src/components/SearchResults/index.js,Gary Paige,1,0
src/components/TabMenu/Tab.js,Gary Paige,19,1
src/components/TabMenu/Tab.js,Jeff Tougas,1,1
src/components/TabMenu/Tab.test.js,Gary Paige,17,1
src/components/TabMenu/TabMenu.js,Gary Paige,97,13
src/components/TabMenu/TabMenu.js,Jeff Tougas,1,1
src/components/TabMenu/TabMenu.scss,Gary Paige,44,1
src/components/TabMenu/TabMenu.test.js,Gary Paige,36,3
src/components/TabMenu/index.js,Gary Paige,5,0
src/components/searchFilters/ApplyTags/ApplyTags.js,Muhamed Brifkani,0,40
src/components/searchFilters/ApplyTags/ApplyTags.js,Gary Paige,40,0
src/components/searchFilters/ApplyTags/index.js,Muhamed Brifkani,0,1
src/components/searchFilters/ApplyTags/index.js,Gary Paige,1,0
src/components/searchFilters/CheckBoxRefinementList/CheckBoxRefinementList.js,Muhamed Brifkani,0,59
src/components/searchFilters/CheckBoxRefinementList/CheckBoxRefinementList.js,Gary Paige,59,0
src/components/searchFilters/CheckBoxRefinementList/index.js,Muhamed Brifkani,0,1
src/components/searchFilters/CheckBoxRefinementList/index.js,Gary Paige,1,0
src/components/searchFilters/NestedList/NestedList.js,Muhamed Brifkani,0,41
src/components/searchFilters/NestedList/NestedList.js,Gary Paige,41,0
src/components/searchFilters/NestedList/index.js,Muhamed Brifkani,0,1
src/components/searchFilters/NestedList/index.js,Gary Paige,1,0
src/components/searchFilters/SelectFieldRefinementList/SelectFieldRefinementList.js,Muhamed Brifkani,0,32
src/components/searchFilters/SelectFieldRefinementList/SelectFieldRefinementList.js,Gary Paige,32,0
src/components/searchFilters/SelectFieldRefinementList/index.js,Muhamed Brifkani,0,1
src/components/searchFilters/SelectFieldRefinementList/index.js,Gary Paige,1,0
src/components/searchFilters/SortBy/SortBy.js,Muhamed Brifkani,0,30
src/components/searchFilters/SortBy/SortBy.js,Gary Paige,30,0
src/components/searchFilters/SortBy/index.js,Muhamed Brifkani,0,1
src/components/searchFilters/SortBy/index.js,Gary Paige,1,0
src/components/searchFilters/index.js,Muhamed Brifkani,0,5
src/components/searchFilters/index.js,Gary Paige,5,0
src/connectors/connectSharedWorker/__mocks__/connectSharedWorker.js,Jeff Tougas,33,33
src/connectors/connectSharedWorker/connectSharedWorker.js,Jeff Tougas,43,43
src/connectors/connectSharedWorker/connectSharedWorker.test.js,Jeff Tougas,112,112
src/connectors/connectSharedWorker/index.js,Jeff Tougas,1,1
src/connectors/connectSharedWorkerEventBus/__mocks__/connectSharedWorkerEventBus.js,Gary Paige,0,29
src/connectors/connectSharedWorkerEventBus/__mocks__/connectSharedWorkerEventBus.js,Jeff Tougas,33,4
src/connectors/connectSharedWorkerEventBus/connectSharedWorkerEventBus.js,Gary Paige,0,47
src/connectors/connectSharedWorkerEventBus/connectSharedWorkerEventBus.js,Jeff Tougas,53,6
src/connectors/connectSharedWorkerEventBus/connectSharedWorkerEventBus.test.js,Gary Paige,0,97
src/connectors/connectSharedWorkerEventBus/connectSharedWorkerEventBus.test.js,Jeff Tougas,104,7
src/connectors/connectSharedWorkerEventBus/index.js,Gary Paige,0,2
src/connectors/connectSharedWorkerEventBus/index.js,Jeff Tougas,3,1
src/connectors/withErrors/ErrorHandler.js,argvader,0,43
src/connectors/withErrors/ErrorHandler.js,Gary Paige,43,0
src/connectors/withErrors/ErrorHandler.test.js,argvader,0,59
src/connectors/withErrors/ErrorHandler.test.js,Gary Paige,69,10
src/connectors/withErrors/index.js,argvader,0,2
src/connectors/withErrors/index.js,Gary Paige,2,0
src/connectors/withSharedWorkerEventBus/__mocks__/connectSharedWorkerEventBus.js,Gary Paige,31,2
src/connectors/withSharedWorkerEventBus/connectSharedWorkerEventBus.js,Gary Paige,52,5
src/connectors/withSharedWorkerEventBus/connectSharedWorkerEventBus.js,Alex Petty,3,3
src/connectors/withSharedWorkerEventBus/connectSharedWorkerEventBus.js,Jeff Tougas,1,1
src/connectors/withSharedWorkerEventBus/connectSharedWorkerEventBus.test.js,Gary Paige,115,15
src/connectors/withSharedWorkerEventBus/connectSharedWorkerEventBus.test.js,Jeff Tougas,3,2
src/connectors/withSharedWorkerEventBus/index.js,Gary Paige,2,0
src/constants/ActionTypes.js,Gary Paige,0,4
src/constants/ActionTypes.js,Muhamed Brifkani,4,0
src/constants/Activities.js,Ginu Philip Simon,68,7
src/constants/actionNames.js,Gary Paige,97,7
src/constants/actionNames.js,brennanbelew,5,1
src/constants/actionTypes.js,Gary Paige,31,70
src/constants/actionTypes.js,Ginu Philip Simon,9,2
src/constants/contentTypes.js,Gary Paige,24,10
src/constants/contentTypes.js,Ginu Philip Simon,4,0
src/constants/contentTypes.js,Jeff Tougas,2,0
src/constants/healthStates.js,Muhamed Brifkani,1,1
src/constants/healthStates.js,argvader,6,0
src/constants/serviceHeaderConstants.js,Gary Paige,13,0
src/constants/technicianKeys.js,Daniel Nalbach,5,0
src/featureToggleConfig.json,brennanbelew,7,7
src/i18n.js,Gary Paige,39,2
src/i18n.js,Jeff Tougas,1,1
src/i18n.test.js,Gary Paige,12,1
src/i18n.test.js,Jeff Tougas,1,1
src/index.css,Gary Paige,9,78
src/index.css,Jeff Tougas,30,0
src/index.js,Gary Paige,53,58
src/index.js,Alex Petty,9,3
src/index.js,Muhamed Brifkani,24,15
src/index.js,Jeff Tougas,16,1
src/index.scss,Gary Paige,279,82
src/index.scss,Daniel Nalbach,0,6
src/index.scss,Muhamed Brifkani,15,1
src/littleroutes.js,Gary Paige,88,63
src/littleroutes.js,brennanbelew,9,11
src/littleroutes.js,Ginu Philip Simon,11,2
src/littleroutes.js,Jeff Tougas,7,15
src/littleroutes.js,Alex Petty,27,0
src/middleware/__mocks__/algoliasearch.js,Gary Paige,30,30
src/middleware/__mocks__/algoliasearch.js,Muhamed Brifkani,1,1
src/middleware/activitiesMiddleware.js,Ginu Philip Simon,60,15
src/middleware/activitiesMiddleware.test.js,Ginu Philip Simon,56,1
src/middleware/algoliaClient.js,Gary Paige,96,96
src/middleware/algoliaClient.js,Muhamed Brifkani,1,1
src/middleware/algoliaClient.test.js,Gary Paige,63,63
src/middleware/algoliaClient.test.js,Muhamed Brifkani,1,1
src/middleware/analyticsDispatcher.js,Gary Paige,2,18
src/middleware/analyticsDispatcher.js,brennanbelew,16,0
src/middleware/analyticsDispatcher.test.js,Gary Paige,0,16
src/middleware/analyticsDispatcher.test.js,brennanbelew,16,0
src/middleware/analyticsMiddleware.js,Gary Paige,55,20
src/middleware/analyticsMiddleware.js,brennanbelew,16,13
src/middleware/analyticsMiddleware.js,Daniel Nalbach,3,0
src/middleware/analyticsMiddleware.test.js,Gary Paige,49,5
src/middleware/analyticsMiddleware.test.js,brennanbelew,12,0
src/middleware/analyticsMiddleware.test.js,Daniel Nalbach,32,1
src/middleware/authenticationMiddleware.js,Gary Paige,143,2
src/middleware/authenticationMiddleware.js,brennanbelew,49,44
src/middleware/authenticationMiddleware.test.js,Gary Paige,250,1
src/middleware/authenticationMiddleware.test.js,brennanbelew,14,0
src/middleware/contentDetailMiddleware.js,Gary Paige,0,0
src/middleware/contentFlowMiddleware.js,Gary Paige,2,39
src/middleware/contentFlowMiddleware.js,Ginu Philip Simon,37,0
src/middleware/contentFlowMiddleware.test.js,Gary Paige,0,52
src/middleware/contentFlowMiddleware.test.js,Ginu Philip Simon,52,0
src/middleware/contentTabsMiddleware.js,Gary Paige,29,2
src/middleware/contentTabsMiddleware.test.js,Gary Paige,31,0
src/middleware/dapulseClient.js,Gary Paige,0,83
src/middleware/dapulseClient.js,Jeff Tougas,41,34
src/middleware/dapulseClient.js,Muhamed Brifkani,76,0
src/middleware/dapulseClient.test.js,Gary Paige,0,47
src/middleware/dapulseClient.test.js,Muhamed Brifkani,47,0
src/middleware/featureToggleMiddleware.js,Gary Paige,21,0
src/middleware/featureToggleMiddleware.js,brennanbelew,21,0
src/middleware/featureToggleMiddleware.test.js,Gary Paige,43,0
src/middleware/featureToggleMiddleware.test.js,brennanbelew,43,0
src/middleware/helixTabMiddleware.js,Gary Paige,133,20
src/middleware/helixTabMiddleware.js,Kris Unnikannan,3,0
src/middleware/helixTabMiddleware.js,Ginu Philip Simon,3,0
src/middleware/helixTabMiddleware.js,Daniel Nalbach,13,1
src/middleware/helixTabMiddleware.test.js,Gary Paige,72,2
src/middleware/helixTabMiddleware.test.js,Daniel Nalbach,11,0
src/middleware/initializationMiddleware.js,Gary Paige,94,9
src/middleware/initializationMiddleware.js,brennanbelew,11,5
src/middleware/initializationMiddleware.test.js,Gary Paige,35,0
src/middleware/mixpanelDispatcher.js,Gary Paige,44,50
src/middleware/mixpanelDispatcher.js,Daniel Nalbach,7,2
src/middleware/mixpanelDispatcher.js,brennanbelew,2,1
src/middleware/mixpanelDispatcher.test.js,Gary Paige,31,41
src/middleware/mixpanelDispatcher.test.js,Daniel Nalbach,11,1
src/middleware/mixpanelMiddleware.js,Gary Paige,98,27
src/middleware/mixpanelMiddleware.js,brennanbelew,34,17
src/middleware/mixpanelMiddleware.js,Daniel Nalbach,3,1
src/middleware/mixpanelMiddleware.test.js,Gary Paige,136,45
src/middleware/mixpanelMiddleware.test.js,brennanbelew,93,43
src/middleware/mixpanelMiddleware.test.js,Daniel Nalbach,26,11
src/middleware/searchMiddleware.js,Gary Paige,55,1
src/middleware/searchMiddleware.test.js,Gary Paige,65,4
src/middleware/sharedWorkerMiddleware.js,Jeff Tougas,0,24
src/middleware/sharedWorkerMiddleware.js,Gary Paige,2,1
src/middleware/sharedWorkerMiddleware.js,Daniel Nalbach,23,0
src/middleware/sharedWorkerMiddleware.test.js,Jeff Tougas,0,55
src/middleware/sharedWorkerMiddleware.test.js,Daniel Nalbach,55,0
src/middleware/supportSessionMiddleware.js,Gary Paige,7,3
src/middleware/supportSessionMiddleware.js,Jeff Tougas,24,0
src/middleware/supportSessionMiddleware.test.js,Gary Paige,1,1
src/middleware/supportSessionMiddleware.test.js,Jeff Tougas,55,0
src/middleware/swebInMiddleware.js,Gary Paige,10,6
src/middleware/swebInMiddleware.js,Jeff Tougas,27,0
src/middleware/swebInMiddleware.test.js,Gary Paige,23,0
src/middleware/swebOutMiddleware.js,Gary Paige,3,4
src/middleware/swebOutMiddleware.js,Jeff Tougas,15,0
src/middleware/technicianDispatcher.js,Gary Paige,8,118
src/middleware/technicianDispatcher.js,Daniel Nalbach,28,6
src/middleware/technicianDispatcher.js,jacobmassengill,4,3
src/middleware/technicianDispatcher.js,brennanbelew,8,0
src/middleware/technicianDispatcher.js,Jeff Tougas,79,0
src/middleware/technicianDispatcher.test.js,Gary Paige,0,118
src/middleware/technicianDispatcher.test.js,Daniel Nalbach,37,15
src/middleware/technicianDispatcher.test.js,jacobmassengill,2,2
src/middleware/technicianDispatcher.test.js,brennanbelew,16,1
src/middleware/technicianDispatcher.test.js,Jeff Tougas,81,0
src/middleware/technicianMiddleware.js,Gary Paige,223,96
src/middleware/technicianMiddleware.js,brennanbelew,93,89
src/middleware/technicianMiddleware.test.js,Gary Paige,230,94
src/middleware/technicianMiddleware.test.js,brennanbelew,104,86
src/middleware/technicianMiddleware.test.js,Daniel Nalbach,2,2
src/middleware/triageMiddleware.js,Gary Paige,48,10
src/middleware/triageMiddleware.test.js,Gary Paige,36,0
src/models/activity.js,Ginu Philip Simon,27,0
src/models/subactivity.js,Ginu Philip Simon,19,0
src/models/technician.js,Gary Paige,3,2
src/models/technician.js,Daniel Nalbach,57,0
src/models/technician.test.js,Daniel Nalbach,82,0
src/reducers/activityStatusReducers.js,Ginu Philip Simon,63,9
src/reducers/activityStatusReducers.test.js,Ginu Philip Simon,74,4
src/reducers/authenticationReducer.js,Gary Paige,34,0
src/reducers/authenticationReducer.test.js,Gary Paige,38,0
src/reducers/contentDetailReducer.js,Gary Paige,23,23
src/reducers/contentDetailReducer.test.js,Gary Paige,0,24
src/reducers/contentDetailReducer.test.js,Jeff Tougas,24,0
src/reducers/contentFlowReducer.js,Gary Paige,1,3
src/reducers/contentFlowReducer.js,Ginu Philip Simon,24,0
src/reducers/contentFlowReducer.test.js,Gary Paige,56,0
src/reducers/createReducer.js,Muhamed Brifkani,6,0
src/reducers/currentCarrier.js,Gary Paige,16,16
src/reducers/currentCarrier.test.js,Gary Paige,19,19
src/reducers/featureToggleReducer.js,Gary Paige,14,0
src/reducers/featureToggleReducer.js,brennanbelew,14,0
src/reducers/featureToggleReducer.test.js,Gary Paige,24,0
src/reducers/featureToggleReducer.test.js,brennanbelew,24,0
src/reducers/health.js,Gary Paige,0,34
src/reducers/health.js,argvader,17,0
src/reducers/health.test.js,Gary Paige,0,42
src/reducers/health.test.js,argvader,21,0
src/reducers/healthReducer.js,Gary Paige,34,0
src/reducers/healthReducer.test.js,Gary Paige,42,0
src/reducers/helixStateReducer.js,Gary Paige,54,0
src/reducers/helixStateReducer.test.js,Gary Paige,62,0
src/reducers/helixTabReducer.js,Gary Paige,92,18
src/reducers/helixTabReducer.test.js,Gary Paige,94,15
src/reducers/index.js,Gary Paige,30,17
src/reducers/index.js,brennanbelew,3,1
src/reducers/index.js,Ginu Philip Simon,5,1
src/reducers/index.js,Daniel Nalbach,3,1
src/reducers/index.js,Jeff Tougas,3,1
src/reducers/index.js,Alex Petty,4,7
src/reducers/index.js,argvader,2,1
src/reducers/index.js,Muhamed Brifkani,14,1
src/reducers/routeSchemeReducer.js,Gary Paige,19,19
src/reducers/routeSchemeReducer.test.js,Gary Paige,30,30
src/reducers/routeStateReducer.js,Gary Paige,86,25
src/reducers/routeStateReducer.js,brennanbelew,6,5
src/reducers/routeStateReducer.test.js,Gary Paige,108,32
src/reducers/routeStateReducer.test.js,brennanbelew,16,13
src/reducers/searchReducer.js,Gary Paige,0,15
src/reducers/searchReducer.js,Daniel Nalbach,15,0
src/reducers/searchReducer.test.js,Gary Paige,0,20
src/reducers/searchReducer.test.js,Daniel Nalbach,20,0
src/reducers/session.js,Daniel Nalbach,2,4
src/reducers/session.js,Muhamed Brifkani,26,10
src/reducers/session.test.js,Daniel Nalbach,4,2
src/reducers/session.test.js,argvader,19,0
src/reducers/technicianReducer.js,Daniel Nalbach,39,19
src/reducers/technicianReducer.js,Jeff Tougas,78,0
src/reducers/technicianReducer.test.js,Daniel Nalbach,52,24
src/reducers/technicianReducer.test.js,Jeff Tougas,70,0
src/router.js,Muhamed Brifkani,29,63
src/router.js,Gary Paige,34,34
src/searchFilters/ApplyTags/index.js,Gary Paige,0,42
src/searchFilters/ApplyTags/index.js,Laidlaw,42,0
src/searchFilters/CheckBoxRefinementList/index.js,Gary Paige,0,66
src/searchFilters/CheckBoxRefinementList/index.js,Jeff Tougas,1,1
src/searchFilters/CheckBoxRefinementList/index.js,Laidlaw,78,12
src/searchFilters/NestedList/index.js,Gary Paige,0,45
src/searchFilters/NestedList/index.js,Jeff Tougas,2,2
src/searchFilters/NestedList/index.js,Laidlaw,48,3
src/searchFilters/SelectFieldRefinementList/index.js,Gary Paige,0,34
src/searchFilters/SelectFieldRefinementList/index.js,Jeff Tougas,35,1
src/searchFilters/SortBy/index.js,Gary Paige,0,33
src/searchFilters/SortBy/index.js,Laidlaw,33,0
src/selectors/activitiesSelector.js,Ginu Philip Simon,34,1
src/selectors/activitiesSelector.test.js,Ginu Philip Simon,38,7
src/selectors/analyticStateSelector.js,Gary Paige,16,0
src/selectors/contentFlowSelector.js,Ginu Philip Simon,17,0
src/selectors/featureToggleSelector.js,Gary Paige,4,0
src/selectors/featureToggleSelector.js,brennanbelew,4,0
src/selectors/featureToggleSelector.test.js,Gary Paige,21,0
